H7_(sigma,mu)
-0.1751006828925954606571497	(1,1)
-0.1751006828925954606340807	(1,2)
-0.1751006828925954604785178	(1,3)
-0.1751006828925954599775965	(1,4)
-0.1751006828925954588266921	(1,5)
-0.1751006828925954566462277	(1,6)
-0.1751006828925954530028045	(1,7)
-0.1751006828925954474336559	(1,8)
-0.1751006828925954394732852	(1,9)
-0.1751006828925954286810684	(1,10)
-0.1751006828925954146685746	(1,11)
-0.1751006828925953971253889	(1,12)
-0.1751006828925953758422936	(1,13)
-0.1751006828925953507307741	(1,14)
-0.1751006828925953218379605	(1,15)
-0.1751006828925952893562775	(1,16)
-0.1751006828925952536272678	(1,17)
-0.1751006828925952151392524	(1,18)
-0.1751006828925951745187201	(1,19)
-0.1751006828925951325155656	(1,20)
-0.1751006828925950899825526	(1,21)
-0.175100682892595047849623	(1,22)
-0.1751006828925950070939276	(1,23)
-0.1751006828925949687066853	(1,24)
-0.1751006828925949336581796	(1,25)
-0.1751006828925949028623559	(1,26)
-0.1751006828925948771425707	(1,27)
-0.1751006828925948572000603	(1,28)
-0.1751006828925948435866183	(1,29)
-0.1751006828925948366828107	(1,30)
-0.17510068245661889091753649	(2,1)
-0.17510068245661873987744433	(2,2)
-0.17510068245661772135626668	(2,3)
-0.17510068245661444166252148	(2,4)
-0.17510068245660690633002725	(2,5)
-0.17510068245659263018337263	(2,6)
-0.17510068245656877572520336	(2,7)
-0.17510068245653231330528111	(2,8)
-0.17510068245648019561317197	(2,9)
-0.17510068245640953849598068	(2,10)
-0.17510068245631779993465622	(2,11)
-0.17510068245620294918879996	(2,12)
-0.17510068245606361859726673	(2,13)
-0.17510068245589923125078594	(2,14)
-0.17510068245571009868622327	(2,15)
-0.17510068245549748385110715	(2,16)
-0.17510068245526362582375062	(2,17)
-0.17510068245501172413064661	(2,18)
-0.1751006824547458819660774	(2,19)
-0.17510068245447100917475195	(2,20)
-0.17510068245419268748311064	(2,21)
-0.17510068245391700211884577	(2,22)
-0.17510068245365034558084	(2,23)
-0.17510068245339920083196208	(2,24)
-0.17510068245316991248716257	(2,25)
-0.17510068245296845555312569	(2,26)
-0.17510068245280021184112868	(2,27)
-0.17510068245266976423678432	(2,28)
-0.17510068245258071851447929	(2,29)
-0.17510068245253556131711635	(2,30)
-0.175100657952951191153012444	(3,1)
-0.175100657952942232039930376	(3,2)
-0.175100657952881817327498258	(3,3)
-0.175100657952687278867754312	(3,4)
-0.175100657952240313962074078	(3,5)
-0.175100657951393516334147457	(3,6)
-0.175100657949978589309379543	(3,7)
-0.175100657947815853773490646	(3,8)
-0.175100657944724608399492816	(3,9)
-0.175100657940533866740956231	(3,10)
