kdd1212_(sigma,mu)
0.25000000000000086151132181558	(1,1)
0.25000000000006952774135093718	(1,2)
0.25000000000053256865583399365	(1,3)
0.25000000000202356473120173366	(1,4)
0.25000000000544911459656736013	(1,5)
0.25000000001193856549217735769	(1,6)
0.25000000002278064172478432291	(1,7)
0.2500000000393498942970674572	(1,8)
0.25000000006302637495714267926	(1,9)
0.25000000009511226717703027419	(1,10)
0.25000000013674937027226410955	(1,11)
0.2500000001888413235275940299	(1,12)
0.25000000025198427489837279989	(1,13)
0.25000000032640935130848669888	(1,14)
0.25000000041193978971736099455	(1,15)
0.25000000050796496154247548712	(1,16)
0.25000000061343279492963729193	(1,17)
0.25000000072686130147013570353	(1,18)
0.25000000084636908107587312531	(1,19)
0.25000000096972384721916140945	(1,20)
0.25000000109440722098647208966	(1,21)
0.25000000121769332114375193667	(1,22)
0.25000000133673806029916122618	(1,23)
0.2500000014486755714031463438	(1,24)
0.2500000015507178556759609656	(1,25)
0.2500000016402535773951329837	(1,26)
0.2500000017149419403224187577	(1,27)
0.2500000017727977647991039685	(1,28)
0.2500000018122642359739624408	(1,29)
0.250000001832270297253425451	(1,30)
0.25000000000006971863097263884	(2,1)
0.25000000000562659923203054385	(2,2)
0.25000000004309862987259076974	(2,3)
0.25000000016375891907900144782	(2,4)
0.25000000044097483193219961673	(2,5)
0.25000000096613987997764424618	(2,6)
0.25000000184354531976760040683	(2,7)
0.25000000318442802113145025152	(2,8)
0.25000000510047001608269285295	(2,9)
0.25000000769705178488163177377	(2,10)
0.25000001106657458330708666517	(2,11)
0.25000001528216635850230856861	(2,12)
0.2500000203920710482084753749	(2,13)
0.25000002641499293254214674416	(2,14)
0.25000003333662741888279785882	(2,15)
0.25000004110755893381063142659	(2,16)
0.2500000496426476749088224308	(2,17)
0.25000005882196240562794014855	(2,18)
0.25000006849324907474865327637	(2,19)
0.25000007847585775213265608893	(2,20)
0.25000008856598613707040169291	(2,21)
0.25000009854303952744069533975	(2,22)
0.25000010817685719710412076759	(2,23)
0.2500001172355158106826987205	(2,24)
0.2500001254933935434852977305	(2,25)
0.2500001327391651673247654683	(2,26)
0.2500001387833991184331223408	(2,27)
0.250000143465442473468904974	(2,28)
0.2500001466593081994071919001	(2,29)
0.250000148278319799390879366	(2,30)
0.25000000000053696777292210149	(3,1)
0.25000000004333565385671303344	(3,2)
0.25000000033194248082965873082	(3,3)
0.25000000126125916744503156581	(3,4)
0.25000000339635579305672011434	(3,5)
0.25000000744113855572784588444	(3,6)
0.25000001419885128630379427528	(3,7)
0.2500000245262327039606552333	(3,8)
0.2500000392834506054645649862	(3,9)
0.25000005928213938733821445277	(3,10)
0.25000008523396931538418760606	(3,11)
0.25000011770217011485417039375	(3,12)
0.25000015705831782500917385096	(3,13)
0.25000020344647724307689672344	(3,14)
0.25000025675648199653847590711	(3,15)
0.25000031660774376761529028645	(3,16)
0.25000038234452841853900036538	(3,17)
0.25000045304313948951924120953	(3,18)
0.25000052753093044992540914496	(3,19)
0.25000060441654884490879502574	(3,20)
0.25000068213032075380794278788	(3,21)
0.25000075897323442425607264086	(3,22)
0.25000083317259728317894312981	(3,23)
0.2500009029421376620842457263	(3,24)
0.2500009665441148713337791666	(3,25)
0.250001022350897945739008016	(3,26)
0.2500010689034791525876199877	(3,27)
0.2500011049645031475801266322	(3,28)
0.2500011295636116817620787302	(3,29)
0.250001142033217660932416224	(3,30)
0.25000000000205713939219734587	(4,1)
0.2500000001660201695017463917	(4,2)
0.25000000127168144942321559083	(4,3)
0.25000000483192117695688194325	(4,4)
0.25000001301153981065659134268	(4,5)
0.25000002850722385649028698092	(4,6)
0.25000005439622705143741949336	(4,7)
0.25000009396074713918224443079	(4,8)
0.25000015049612455911570701921	(4,9)
0.25000022711177533215056044899	(4,10)
0.25000032653416104992446581384	(4,11)
0.25000045092107633381385171519	(4,12)
0.25000060169609873237030802402	(4,13)
0.25000077941121618997354653791	(4,14)
0.25000098364445867282178053936	(4,15)
0.25000121293786475462492960343	(4,16)
0.25000146477937591804702875367	(4,17)
0.25000173563034666195548462705	(4,18)
0.25000202099837023461280834962	(4,19)
0.2500023155531347117998099047	(4,20)
0.25000261328112895622752720146	(4,21)
0.25000290767329567641010972834	(4,22)
0.25000319193825487311567852603	(4,23)
0.250003459232560221599627456	(4,24)
0.2500037028986546313690513964	(4,25)
0.250003916700794786231591641	(4,26)
0.2500040950492359556117327627	(4,27)
0.2500042332034076598963392272	(4,28)
0.2500043274456495448060807009	(4,29)
0.250004375218279330197748633	(4,30)
0.25000000000560067460885545038	(5,1)
0.25000000045199900036860484716	(5,2)
